date,sentiment
2010-10-18,-0.24846400000000002
2010-10-19,-0.102636
2010-10-20,-0.298248
2010-10-21,-0.146568
2010-10-22,-0.34258000000000005
2010-10-23,-0.320588
2010-10-24,-0.246128
2010-10-25,-0.239936
2010-10-26,-0.224948
2010-10-27,-0.148948
2010-10-28,-0.326308
2010-10-29,-0.22146000000000002
2010-10-30,-0.09854000000000002
2010-10-31,-0.20383199999999999
2010-11-01,-0.204572
2010-11-02,-0.143324
2010-11-03,-0.17194000000000004
2010-11-04,-0.36898000000000003
2010-11-05,-0.20688800000000002
2010-11-06,-0.331544
2010-11-07,-0.22320399999999999
2010-11-08,-0.247456
2010-11-09,-0.218672
2010-11-10,-0.2378
2010-11-11,-0.12470400000000001
2010-11-12,-0.179324
2010-11-13,-0.325304
2010-11-14,-0.021059999999999995
2010-11-15,-0.315004
2010-11-16,-0.270488
2010-11-17,-0.118352
2010-11-18,-0.346864
2010-11-19,-0.185584
2010-11-20,-0.251728
2010-11-21,-0.1894
2010-11-22,-0.209712
2010-11-23,-0.15605200000000002
2010-11-24,-0.107568
2010-11-25,-0.11972
2010-11-26,-0.066712
2010-11-27,-0.26294
2010-11-28,-0.206388
2010-11-29,-0.475068
2010-11-30,-0.30948800000000004
2010-12-01,-0.228264
2010-12-02,-0.202716
2010-12-03,-0.20542000000000002
2010-12-04,-0.198876
2010-12-05,-0.262816
2010-12-06,-0.1509
2010-12-07,-0.13174
2010-12-08,-0.154556
2010-12-09,-0.09857999999999999
2010-12-10,-0.221768
2010-12-11,-0.174484
2010-12-12,-0.356612
2010-12-13,-0.086472
2010-12-14,-0.141848
2010-12-15,-0.21571200000000001
2010-12-16,-0.268888
2010-12-17,-0.310208
2010-12-18,-0.24915600000000002
2010-12-19,-0.19973600000000002
2010-12-20,-0.167732
2010-12-21,-0.318916
2010-12-22,-0.24848399999999998
2010-12-23,-0.28166
2010-12-24,-0.31712399999999996
2010-12-25,-0.226132
2010-12-26,-0.1727
2010-12-27,-0.12438
2010-12-28,-0.27362000000000003
2010-12-29,-0.242316
2010-12-30,-0.10182000000000001
2010-12-31,-0.22920000000000001
2011-01-01,-0.09225200000000001
2011-01-02,-0.220564
2011-01-03,-0.173112
2011-01-04,-0.208864
2011-01-05,-0.27356400000000003
2011-01-06,-0.387004
2011-01-07,-0.254696
2011-01-08,0.004636
2011-01-09,0.052655999999999994
2011-01-10,-0.126768
2011-01-11,-0.133608
2011-01-12,-0.33281999999999995
2011-01-13,-0.0851
2011-01-14,-0.05118
2011-01-15,-0.178724
2011-01-16,-0.11796800000000002
2011-01-17,-0.09407199999999999
2011-01-18,-0.068088
2011-01-19,-0.145952
2011-01-20,-0.21471600000000002
2011-01-21,-0.319084
2011-01-22,-0.18969999999999998
2011-01-23,-0.20918399999999998
2011-01-24,-0.144668
2011-01-25,-0.29493600000000003
2011-01-26,-0.251876
2011-01-27,-0.19571199999999997
2011-01-28,-0.154852
2011-01-29,-0.10014800000000001
2011-01-30,0.013816000000000002
2011-01-31,-0.13415600000000003
2011-02-01,0.015812000000000007
2011-02-02,-0.027903999999999995
2011-02-03,-0.308944
2011-02-04,-0.087904
2011-02-05,-0.200076
2011-02-06,-0.20073999999999997
2011-02-07,-0.14307999999999998
2011-02-08,-0.176584
2011-02-09,-0.29875599999999997
2011-02-10,-0.16858399999999998
2011-02-11,-0.11006400000000001
2011-02-12,-0.052296
